"assessid","stockid","mgmt","assessor","years","year","method","method1","method2","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","msy_true","b0_true","msy_true_units","b0_true_units","tl_nyrs","tl_avg","tl_units","tc_nyrs","tc_avg","tc_units","catch_type","catch_nyrs","catch_avg","catch_units","r_nyrs","r_avg","r_units","ssb_nyrs","ssb_avg","ssb_units","tb_nyrs","tb_avg","tb_units","tn_nyrs","tn_avg","tn_units","sp_model"
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","CFP","INIDEP","1992-2007",2007,"Biomass dynamics model","ASPM","Age-structured surplus production model","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine anchoita Southern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",289825.38,NA,"MT",NA,15,3086.53333333333,"MT",15,3086.53333333333,"MT","tc",15,3086.53333333333,"MT",15,204013333333.333,"E00",15,701733.333333333,"MT",15,1264333.33333333,"MT",0,NA,NA,NA
"INIDEP-ARGHAKENARG-1986-2011-CHING","ARGHAKENARG","CFP","INIDEP","1986-2011",2011,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine hake Northern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",NA,NA,NA,NA,0,NA,NA,26,123376.923076923,"MT","tc",26,123376.923076923,"MT",26,452500000,"E00",26,152388.461538462,"MT",26,232230.769230769,"MT",0,NA,NA,"yes"
"INIDEP-ARGHAKESARG-1990-2011-CHING","ARGHAKESARG","CFP","INIDEP","1990-2011",2011,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine hake Southern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",NA,NA,NA,NA,22,474863.636363636,"MT",0,NA,NA,"tl",22,474863.636363636,"MT",22,2454090909.09091,"E00",0,NA,NA,22,832181.818181818,"MT",0,NA,NA,"yes"
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","ICCAT","ICCAT","1950-2015",2015,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Eastern Atlantic","multinational-ICCAT-EATL","Bluefin tuna Eastern Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",40252.1,NA,"MT",NA,0,NA,NA,64,25212.03125,"MT","tc",64,25212.03125,"MT",0,NA,NA,63,259650.793650794,"MT",0,NA,NA,0,NA,NA,NA
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","ICCAT","ICCAT","1950-2015",2015,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Western Atlantic","multinational-ICCAT-WATL","Bluefin tuna Western Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",5233.41,NA,"MT",NA,0,NA,NA,64,3512.953125,"MT","tc",64,3512.953125,"MT",0,NA,NA,43,22646.511627907,"MT",0,NA,NA,0,NA,NA,NA
"DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","ATHAL3NOPs4VWX5Zc","DFO","DFO","1970-2014",2014,"Unknown","unknown","Unknown","Canada","Canada East Coast","Scotian Shelf and Southern Grand Banks","Canada-DFO-3NOPs4VWX5Zc","Atlantic halibut Scotian Shelf and Southern Grand Banks","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic Halibut",NA,NA,NA,NA,4,2022.5,"MT",0,NA,NA,"tl",4,2022.5,"MT",44,766363.636363636,"E00",44,2166.15227272727,"MT",44,10583.8636363636,"MT",44,1554795.45454545,"E00",NA
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","NMFS","NEFSC","1800-2007",2007,"Unknown","unknown","Unknown","USA","US East Coast","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Atlantic Halibut NAFO-5YZ","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic Halibut",3500,NA,"MT",NA,115,342.686956521739,"MT",115,396.905217391304,"MT","tc",115,396.905217391304,"MT",0,NA,NA,0,NA,NA,208,33564.9951923077,"MT",0,NA,NA,"yes"
"AFSC-ATKABSAI-1976-2011-STACHURA","ATKABSAI","NMFS","AFSC","1976-2011",2011,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Atka mackerel Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel",NA,NA,NA,NA,0,NA,NA,33,45418.1818181818,"MT","tc",33,45418.1818181818,"MT",33,536424242.424242,"E00",35,138154.285714286,"MT",35,451828.571428571,"MT",0,NA,NA,"yes"
"ASMFC-ATLCROAKMATLC-1973-2002-STANTON","ATLCROAKMATLC","NMFS","ASMFC","1973-2002",2002,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US East Coast","Mid-Atlantic Coast","USA-NMFS-MATLC","Atlantic croaker Mid-Atlantic Coast","Actinopterygii","Perciformes","Sciaenidae","Micropogonias","Micropogonias undulatus","Micropogonias undulatus","Atlantic croaker",NA,NA,NA,NA,30,10582,"MT",0,NA,NA,"tl",30,10582,"MT",30,205110000,"E00",30,54580,"MT",0,NA,NA,0,NA,NA,NA
"CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN","ATOOTHFISHRS","CCAMLR","CCAMLR","1995-2007",2007,"Integrated Analysis","CASAL","CASAL","multinational","Antarctic","Ross Sea","multinational-CCAMLR-RS","Antarctic toothfish Ross Sea","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus mawsoni","Dissostichus mawsoni","Antarctic toothfish",3105.3982,70738,"MT","MT",0,NA,NA,13,1251,"MT","tc",13,1251,"MT",12,993500,"E00",13,67069.2307692308,"MT",13,85407.6923076923,"MT",0,NA,NA,NA
"NIWA-AUSSALMONNZ-1929-2013-FU","AUSSALMONNZ","MFish","NIWA","1929-2013",2013,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","New Zealand","New Zealand-MFish-NZ","Australian salmon New Zealand","Actinopterygii","Perciformes","Arripidae","Arripis","Arripis trutta","Arripis trutta","Australian salmon",NA,44200,NA,"MT",0,NA,NA,84,1182.69047619048,"MT","tc",84,1182.69047619048,"MT",84,7655357.14285714,"E00",85,35990.5882352941,"MT",0,NA,NA,0,NA,NA,NA
"CBP-BCRABCHESB-1990-2010-HIVELY","BCRABCHESB","MDSTATE","CBP","1990-2010",2010,"Unknown","SSCMSA","Sex-Specific Catch Multiple Survey Analysis","USA","US East Coast","Cheapeake Bay","USA-MDSTATE-CHESB","Blue Crab Chesapeake Bay","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes sapidus","Callinectes sapidus","Blue Crab",NA,NA,NA,NA,20,33010,"MT",20,228500000,"E00","tc",20,228500000,"E00",0,NA,NA,0,NA,NA,0,NA,NA,19,117852631.578947,"E00",NA
"FAO-DRSS-BCROAKWASG1-1994-2007-CHING","BCROAKWASG1","FAO","FAO-DRSS","1994-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 1","multinational-FAO-SG1","Bobo croaker West Africa Subgroup 1","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus elongatus","Pseudotolithus elongatus","Bobo croaker",NA,NA,NA,NA,0,NA,NA,14,10421.4285714286,"MT","tc",14,10421.4285714286,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"ABARES-BGRDRSE-1960-2011-CHING","BGRDRSE","AFMA","ABARES","1960-2011",2011,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","Australia","Australia","Southeast Australia","Australia-AFMA-SE","Blue Grenadier Southeast Australia","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",NA,NA,NA,NA,0,NA,NA,33,4009.45454545455,"MT","tc",33,4009.45454545455,"MT",0,NA,NA,52,41750,"MT",0,NA,NA,0,NA,NA,NA
"NWFSC-BGROCKPCOAST-1950-2011-STACHURA","BGROCKPCOAST","NMFS","NWFSC","1950-2011",2011,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Blackgill rockfish  Pacific Coast","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanostomus","Sebastes melanostomus","Blackgill rockfish",222,1187800,"MT","E00larvae",0,NA,NA,61,273.362295081967,"MT","tc",61,273.362295081967,"MT",62,2047903.22580645,"E00",62,691709.677419355,"E00larvae",62,9283.22580645161,"MT",0,NA,NA,"yes"
"FAO-DRSS-BGRUNTWASG2-1990-2006-CHING","BGRUNTWASG2","FAO","FAO-DRSS","1990-2006",2006,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 2","multinational-FAO-SG2","Bigeye Grunt West Africa Subgroup 2","Actinopterygii","Perciformes","Haemulidae","Brachydeuterus","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt",NA,NA,NA,NA,0,NA,NA,17,16705.2941176471,"MT","tc",17,16705.2941176471,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"FAO-DRSS-BGRUNTWASG3-1995-2007-CHING","BGRUNTWASG3","FAO","FAO-DRSS","1995-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 3","multinational-FAO-SG3","Bigeye Grunt West Africa Subgroup 3","Actinopterygii","Perciformes","Haemulidae","Brachydeuterus","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt",NA,NA,NA,NA,0,NA,NA,13,5527.69230769231,"MT","tc",13,5527.69230769231,"MT",0,NA,NA,0,NA,NA,13,434.384615384615,"index",0,NA,NA,NA
"FAO-DRSS-BHAKEWASG3-1995-2007-CHING","BHAKEWASG3","FAO","FAO-DRSS","1995-2007",2007,"Biomass dynamics model","DPM","Dynamic production model","multinational","West Africa","West Africa Subgroup 3","multinational-FAO-SG3","Benguela Hake West Africa Subgroup 3","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius polli","Merluccius polli","Benguela hake",NA,NA,NA,NA,0,NA,NA,13,2067.84615384615,"MT","tc",13,2067.84615384615,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"SEFSC-BHEADSHARATL-1950-2011-HIVELY","BHEADSHARATL","NMFS","SEFSC","1950-2011",2011,"Biomass dynamics model","ASPM","Age-structured surplus production model","USA","US Southeast and Gulf","Atlantic","USA-NMFS-ATL","Bonnethead shark Atlantic","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo","Sphyrna tiburo","Bonnethead shark",589000,NA,"E00",NA,0,NA,NA,62,217748.387096774,"E00","tc",62,217748.387096774,"E00",0,NA,NA,62,9822741.93548387,"E00",0,NA,NA,62,6154677.41935484,"E00",NA
"ICCAT-BIGEYEATL-1950-2010-CHING","BIGEYEATL","ICCAT","ICCAT","1950-2010",2010,"Biomass dynamics model","ASPIC","Surplus production model","multinational","Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Bigeye tuna Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",92000,NA,"MT",NA,0,NA,NA,60,57493.3,"MT","tc",60,57493.3,"MT",0,NA,NA,0,NA,NA,61,658459.016393443,"MT",0,NA,NA,"yes"
"SPC-BIGEYECWPAC-1952-2012-PONS","BIGEYECWPAC","WCPFC","SPC","1952-2012",2012,"Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",108520,1207000,"MT","MT",0,NA,NA,61,89181.9672131148,"MT","tc",61,89181.9672131148,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"IATTC-BIGEYEEPAC-1954-2012-PONS","BIGEYEEPAC","IATTC","IATTC","1954-2012",2012,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Pacific Ocean","Eastern Pacific","multinational-IATTC-EPAC","Bigeye tuna Eastern Pacific","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",110458,NA,"MT",NA,0,NA,NA,59,71420.8474576271,"MT","tc",59,71420.8474576271,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"IOTC-BIGEYEIO-1950-2014-PONS","BIGEYEIO","IOTC","IOTC","1950-2014",2014,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Bigeye tuna Indian Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",187596,1674570,"MT","MT",0,NA,NA,65,65062.8876923077,"MT","tc",65,65062.8876923077,"MT",60,108953.333333333,"E00",60,1267083.33333333,"MT",0,NA,NA,0,NA,NA,NA
"SPC-BIGEYEWPO-1952-2006-JENSEN","BIGEYEWPO","WCPFC","SPC","1952-2006",2006,"Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Pacific Ocean","Western Pacific Ocean","multinational-WCPFC-WPO","Bigeye tuna Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",64600,NA,"MT",NA,0,NA,NA,55,69154.5454545455,"MT","tc",55,69154.5454545455,"MT",52,15727500,"E00",55,277527.272727273,"MT",55,513909.090909091,"MT",0,NA,NA,"yes"
"CSIRO-BIGHTREDSE-1958-2007-FULTON","BIGHTREDSE","AFMA","CSIRO","1958-2007",2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","Australia","Australia","Southeast Australia","Australia-AFMA-SE","Bight redfish Southeast Australia","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx gerrardi","Centroberyx gerrardi","Bight redfish",2154.290996,NA,"MT",NA,49,155.014285714286,"MT",0,NA,NA,"tl",49,155.014285714286,"MT",50,34094000,"E00",50,19266,"MT",50,63892,"MT",0,NA,NA,"yes"
"DFO-PAC-BIGSKA3CD-1954-2011-OSGOOD","BIGSKA3CD","DFO","DFO-PAC","1954-2011",2011,"Biomass dynamics model","CatchMSY","Catch resilience model","Canada","Canada West Coast","West Coast of Vancouver Island","Canada-DFO-WCVANI","Big skate West Coast Vancouver Island","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja binoculata","Raja binoculata","Big skate",NA,NA,NA,NA,0,NA,NA,58,21.7486206896552,"MT","tc",58,21.7486206896552,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"DFO-PAC-BIGSKA4B-1996-2011-OSGOOD","BIGSKA4B","DFO","DFO-PAC","1996-2011",2011,"Biomass dynamics model","CatchMSY","Catch resilience model","Canada","Canada West Coast","Straight of Georgia","Canada-DFO-SOG","Big skate Strait of Georgia","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja binoculata","Raja binoculata","Big skate",NA,NA,NA,NA,0,NA,NA,16,13.018125,"MT","tc",16,13.018125,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"DFO-PAC-BIGSKA5AB-1954-2011-OSGOOD","BIGSKA5AB","DFO","DFO-PAC","1954-2011",2011,"Biomass dynamics model","CatchMSY","Catch resilience model","Canada","Canada West Coast","Queen Charlotte Sound","Canada-DFO-5AB","Big skate Queen Charlotte Sound","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja binoculata","Raja binoculata","Big skate",NA,NA,NA,NA,0,NA,NA,58,135.653965517241,"MT","tc",58,135.653965517241,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"DFO-PAC-BIGSKA5CDE-1954-2011-OSGOOD","BIGSKA5CDE","DFO","DFO-PAC","1954-2011",2011,"Biomass dynamics model","CatchMSY","Catch resilience model","Canada","Canada West Coast","Hecate Strait","Canada-DFO-HS","Big skate Hecate Strait","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja binoculata","Raja binoculata","Big skate",351,NA,"MT",NA,0,NA,NA,58,337.186206896552,"MT","tc",58,337.186206896552,"MT",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"NIWA-BKCDLFENI-1923-2009-CORDUE","BKCDLFENI","MFish","NIWA","1923-2009",2009,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","East coast of North Island","New Zealand-MFish-ENI","Black cardinalfish East coast of North Island","Actinopterygii","Perciformes","Epigonidae","Epigonus","Epigonus telescopus","Epigonus telescopus","Black cardinalfish",666,35804,"MT","MT",0,NA,NA,87,644.390804597701,"MT","tc",87,644.390804597701,"MT",86,1627930.23255814,"E00",87,29755.2873563218,"MT",0,NA,NA,0,NA,NA,NA
"AFSC-BKINGCRABPI-1960-2008-JENSEN","BKINGCRABPI","NMFS","AFSC","1960-2008",2008,"Survey index","Survey indices","Temporal indices derived from scientific survey data","USA","US Alaska","Pribilof Islands","USA-NMFS-PI","Blue king crab Pribilof Islands","Malacostraca","Decapoda","Lithodidae","Paralithodes","Paralithodes platypus","Paralithodes platypus","Blue king crab",NA,NA,NA,NA,0,NA,NA,35,882.228571428571,"MT","tc",35,882.228571428571,"MT",0,NA,NA,28,3346.60714285714,"MT",28,10204.8928571429,"MT",0,NA,NA,"yes"
"AFSC-BKINGCRABSMI-1960-2008-JENSEN","BKINGCRABSMI","NMFS","AFSC","1960-2008",2008,"Survey index","Survey indices","Temporal indices derived from scientific survey data","USA","US Alaska","Saint Matthews Island","USA-NMFS-SMI","Blue king crab Saint Matthews Island","Malacostraca","Decapoda","Lithodidae","Paralithodes","Paralithodes platypus","Paralithodes platypus","Blue king crab",NA,NA,NA,NA,0,NA,NA,28,997.071428571429,"MT","tc",28,997.071428571429,"MT",0,NA,NA,31,3406.12903225806,"MT",0,NA,NA,0,NA,NA,NA
"SEFSC-BLACKGROUPERGMSATL-1986-2008-THORSON","BLACKGROUPERGMSATL","NMFS","SEFSC","1986-2008",2008,"Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","US Southeast and Gulf","Gulf of Mexico and South Atlantic","USA-NMFS-GMSATL","Black Grouper Gulf of Mexico and South Atlantic","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci","Mycteroperca bonaci","Black grouper",NA,NA,NA,NA,23,217.765217391304,"MT",23,246.260869565217,"MT","tc",23,246.260869565217,"MT",23,215304.347826087,"E00",23,2276.95652173913,"MT",0,NA,NA,0,NA,NA,NA
"NIWA-BLACKOREOPR-1974-2009-CORDUE","BLACKOREOPR","MFish","NIWA","1974-2009",2009,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Pukaki Rise","New Zealand-MFish-PR","Black Oreo Pukaki Rise","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus niger","Allocyttus niger","Black oreo",670,32223.5,"MT","MT",0,NA,NA,36,1025.83333333333,"MT","tc",36,1025.83333333333,"MT",31,6485806.4516129,"E00",36,25050,"MT",0,NA,NA,0,NA,NA,NA
"NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN","BLACKOREOWECR","MFish","NZMFishDEEPWATER","1973-2007",2007,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","West end of Chatham Rise","New Zealand-MFish-WECR","Black oreo West end of Chatham Rise","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus niger","Allocyttus niger","Black oreo",1947,88923,"MT","MT",0,NA,NA,35,3965.42857142857,"MT","tc",35,3965.42857142857,"MT",34,20570588.2352941,"E00",35,46042.8571428571,"MT",35,171114.285714286,"MT",0,NA,NA,"yes"
"NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","NMFS","NWFSC","1914-2006",2006,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Northern Pacific Coast","USA-NMFS-NPCOAST","Black rockfish Northern Pacific Coast","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops","Sebastes melanops","Black rockfish",700,2321,"MT","MT",0,NA,NA,92,197.854347826087,"MT","tc",92,197.854347826087,"MT",92,3121413.04347826,"E00",92,1817.58695652174,"MT",92,11317.6086956522,"MT",0,NA,NA,"yes"
"NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","NMFS","NWFSC","1915-2007",2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Southern Pacific Coast","USA-NMFS-SPCOAST","Black rockfish Southern Pacific Coast","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops","Sebastes melanops","Black rockfish",1064.6,4580000000,"MT","E00larvae",0,NA,NA,92,412.70652173913,"MT","tc",92,412.70652173913,"MT",93,7253440.86021505,"E00",93,3721935483.87097,"E00larvae",93,24864.5161290323,"MT",0,NA,NA,"yes"
"IOTC-BLKMARLINIO-1950-2014-PONS","BLKMARLINIO","IOTC","IOTC","1950-2014",2014,"Biomass dynamics model","ASPIC","Surplus production model","multinational","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Black marlin Indian Ocean","Actinopterygii","Perciformes","Istiophoridae","Istiompax","Istiompax indica","Istiompax indica","Black marlin",8605,NA,"MT",NA,0,NA,NA,65,4148.99846153846,"MT","tc",65,4148.99846153846,"MT",0,NA,NA,0,NA,NA,62,52741.935483871,"MT",0,NA,NA,"yes"
"NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","BLUEFISHATLC","NMFS","NEFSC","1981-2007",2007,"Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","US East Coast","Atlantic Coast","USA-NMFS-ATLC","Bluefish Atlantic Coast","Actinopterygii","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","Pomatomus saltatrix","Bluefish",15565,NA,"MT",NA,0,NA,NA,27,22143.7037037037,"MT","tc",27,22143.7037037037,"MT",26,24692307.6923077,"E00",26,138153.846153846,"MT",26,155869.230769231,"MT",0,NA,NA,"yes"
"NWFSC-BLUEROCKCAL-1916-2007-BRANCH","BLUEROCKCAL","NMFS","NWFSC","1916-2007",2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","California","USA-NMFS-CAL","Blue rockfish California","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus","Sebastes mystinus","Blue rockfish",275,2077,"MT","MT",0,NA,NA,92,220.671739130435,"MT","tc",92,220.671739130435,"MT",92,2763826.08695652,"E00",92,1429228260.86957,"E00larvae",92,9905.4347826087,"MT",0,NA,NA,"yes"
"FAJ-BMACKECS-1992-2014-KUROTA","BMACKECS","FAFRFJ","FAJ","1992-2014",2014,"VPA","VPA","Virtual Population Analysis","Japan","Russia Japan","East China Sea","Japan-FAFRFJ-ECS","Blue mackerel East China Sea","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber australasicus","Scomber australasicus","Blue mackerel",NA,NA,NA,NA,23,57173.9130434783,"MT",23,57173.9130434783,"MT","tc",23,57173.9130434783,"MT",23,287434782.608696,"E00",23,53478.2608695652,"MT",23,149086.956521739,"MT",0,NA,NA,"yes"
"FAJ-BMACKPJPN-1982-2014-KUROTA","BMACKPJPN","FAFRFJ","FAJ","1982-2014",2014,"VPA","VPA","Virtual Population Analysis","Japan","Russia Japan","Pacific Coast of Japan","Japan-FAFRFJ-PJPN","Blue mackerel Pacific Coast of Japan","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber australasicus","Scomber australacius","Blue mackerel",NA,NA,NA,NA,33,112954.545454545,"MT",33,112954.545454545,"MT","tc",33,112954.545454545,"MT",20,1134600000,"E00",20,167850,"MT",20,523000,"MT",0,NA,NA,"yes"
